event_slug,queue_model,fill_window_seconds,markout_seconds,quote_side,factor_quantile,token_metric_count,total_probes,total_fills,median_fill_rate,median_mean_markout,positive_markout_token_share
highest-temperature-in-shanghai-on-june-10-2026,full_queue,300,900,buy_bid,5,11,5970,58,0.005128205128205128,-0.00484375,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,full_queue,300,900,sell_ask,1,11,5973,147,0.014787430683918669,-0.0012043269230769232,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,full_queue,300,900,sell_ask,2,11,5967,204,0.021346469622331693,-0.0006316287878787878,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,full_queue,300,900,sell_ask,3,11,5966,220,0.03076923076923077,0.0015654761904761918,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,full_queue,300,900,sell_ask,4,11,5967,199,0.023931623931623933,-0.002416988416988418,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,full_queue,300,900,sell_ask,5,11,5970,275,0.013675213675213675,-0.001940353143841516,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,buy_bid,1,11,5973,50,0.0019267822736030828,-0.00388888888888889,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,buy_bid,2,11,5967,54,0.006600660066006601,0.0010458333333333346,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,buy_bid,3,11,5966,40,0.003703703703703704,-0.006475000000000003,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,buy_bid,4,11,5967,19,0.0,0.0038999999999999985,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,buy_bid,5,11,5970,25,0.0018214936247723133,0.0023749999999999904,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,sell_ask,1,11,5973,56,0.00847457627118644,0.0004999999999999952,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,sell_ask,2,11,5967,78,0.009852216748768473,0.0016721611721611743,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,sell_ask,3,11,5966,97,0.011965811965811967,0.0003928571428571397,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,sell_ask,4,11,5967,77,0.005128205128205128,-0.004968750000000004,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,60,sell_ask,5,11,5970,109,0.003418803418803419,-0.003800000000000002,0.0
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,buy_bid,1,11,5973,50,0.0019267822736030828,-0.008000000000000002,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,buy_bid,2,11,5967,54,0.006600660066006601,-0.006883333333333336,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,buy_bid,3,11,5966,40,0.003703703703703704,-0.012071428571428573,0.0
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,buy_bid,4,11,5967,19,0.0,0.004099999999999996,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,buy_bid,5,11,5970,25,0.0018214936247723133,0.012583333333333342,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,sell_ask,1,11,5973,56,0.00847457627118644,0.0003187499999999979,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,sell_ask,2,11,5967,78,0.009852216748768473,-0.0016130952380952399,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,sell_ask,3,11,5966,97,0.011965811965811967,-0.001700549450549455,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,sell_ask,4,11,5967,77,0.005128205128205128,-0.0062499999999999995,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,300,sell_ask,5,11,5970,109,0.003418803418803419,-0.004233333333333338,0.0
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,buy_bid,1,11,5973,50,0.0019267822736030828,-0.009177777777777778,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,buy_bid,2,11,5967,54,0.006600660066006601,-0.000925000000000003,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,buy_bid,3,11,5966,40,0.003703703703703704,-0.008562499999999997,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,buy_bid,4,11,5967,19,0.0,0.002599999999999996,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,buy_bid,5,11,5970,25,0.0018214936247723133,0.026895833333333324,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,sell_ask,1,11,5973,56,0.00847457627118644,0.002343749999999999,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,sell_ask,2,11,5967,78,0.009852216748768473,0.0008200549450549453,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,sell_ask,3,11,5966,97,0.011965811965811967,0.002857142857142857,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,sell_ask,4,11,5967,77,0.005128205128205128,0.0012500000000000035,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,60,900,sell_ask,5,11,5970,109,0.003418803418803419,-0.005944444444444446,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,buy_bid,1,11,5973,196,0.014787430683918669,-0.0005,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,buy_bid,2,11,5967,196,0.02145214521452145,0.0008214285714285715,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,buy_bid,3,11,5966,112,0.012027491408934709,-0.001173913043478262,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,buy_bid,4,11,5967,62,0.005128205128205128,-0.000294117647058825,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,buy_bid,5,11,5970,100,0.009633911368015413,-0.002,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,sell_ask,1,11,5973,220,0.029556650246305417,-0.00010156249999999619,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,sell_ask,2,11,5967,302,0.031198686371100164,-0.0014652777777777763,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,sell_ask,3,11,5966,302,0.035897435897435895,-0.0017628205128205113,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,sell_ask,4,11,5967,298,0.03247863247863248,-0.0016428571428571427,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,60,sell_ask,5,11,5970,419,0.01639344262295082,-0.0012265625000000002,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,buy_bid,1,11,5973,196,0.014787430683918669,-0.0005,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,buy_bid,2,11,5967,196,0.02145214521452145,-0.0022335164835164813,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,buy_bid,3,11,5966,112,0.012027491408934709,-0.0033947368421052603,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,buy_bid,4,11,5967,62,0.005128205128205128,0.0029705882352941146,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,buy_bid,5,11,5970,100,0.009633911368015413,-0.0007500000000000007,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,sell_ask,1,11,5973,220,0.029556650246305417,-0.0020625,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,sell_ask,2,11,5967,302,0.031198686371100164,0.00029448198198198013,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,sell_ask,3,11,5966,302,0.035897435897435895,-0.002246951219512198,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,sell_ask,4,11,5967,298,0.03247863247863248,-0.0028787878787878874,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,300,sell_ask,5,11,5970,419,0.01639344262295082,-0.000777777777777778,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,buy_bid,1,11,5973,196,0.014787430683918669,-0.0005,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,buy_bid,2,11,5967,196,0.02145214521452145,-0.0008666666666666658,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,buy_bid,3,11,5966,112,0.012027491408934709,-0.0004999999999999996,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,buy_bid,4,11,5967,62,0.005128205128205128,-0.001156250000000001,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,buy_bid,5,11,5970,100,0.009633911368015413,-0.0025,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,sell_ask,1,11,5973,220,0.029556650246305417,2.083333333333364e-05,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,sell_ask,2,11,5967,302,0.031198686371100164,0.0009299242424242422,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,sell_ask,3,11,5966,302,0.035897435897435895,0.0022892857142857146,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,sell_ask,4,11,5967,298,0.03247863247863248,-0.00015740740740740526,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,half_queue,300,900,sell_ask,5,11,5970,419,0.01639344262295082,-0.0005555555555555556,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,buy_bid,1,11,5973,71,0.0028089887640449437,5.782411586589357e-19,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,buy_bid,2,11,5967,80,0.009259259259259259,0.004913043478260873,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,buy_bid,3,11,5966,70,0.006872852233676976,0.0025000000000000014,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,buy_bid,4,11,5967,45,0.0,0.0059230769230769215,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,buy_bid,5,11,5970,78,0.005128205128205128,0.003124999999999984,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,sell_ask,1,11,5973,124,0.014787430683918669,0.005157500000000004,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,sell_ask,2,11,5967,147,0.014778325123152709,0.002823529411764705,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,sell_ask,3,11,5966,153,0.011965811965811967,0.002488880918220944,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,sell_ask,4,11,5967,120,0.005128205128205128,0.001267857142857142,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,60,sell_ask,5,11,5970,131,0.005128205128205128,-0.0025454545454545474,0.0
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,buy_bid,1,11,5973,71,0.0028089887640449437,-0.008000000000000002,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,buy_bid,2,11,5967,80,0.009259259259259259,0.0013333333333333407,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,buy_bid,3,11,5966,70,0.006872852233676976,-0.00380555555555555,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,buy_bid,4,11,5967,45,0.0,0.008615384615384615,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,buy_bid,5,11,5970,78,0.005128205128205128,0.0039166666666666655,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,sell_ask,1,11,5973,124,0.014787430683918669,0.004499999999999998,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,sell_ask,2,11,5967,147,0.014778325123152709,0.0010588235294117668,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,sell_ask,3,11,5966,153,0.011965811965811967,-0.0009694852941176493,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,sell_ask,4,11,5967,120,0.005128205128205128,-0.0019999999999999957,0.09090909090909091
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,300,sell_ask,5,11,5970,131,0.005128205128205128,-0.0035555555555555588,0.0
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,buy_bid,1,11,5973,71,0.0028089887640449437,-0.00995238095238095,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,buy_bid,2,11,5967,80,0.009259259259259259,0.002892857142857136,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,buy_bid,3,11,5966,70,0.006872852233676976,-0.008499999999999995,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,buy_bid,4,11,5967,45,0.0,0.0027727272727272718,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,buy_bid,5,11,5970,78,0.005128205128205128,0.005916666666666667,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,sell_ask,1,11,5973,124,0.014787430683918669,0.00771875,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,sell_ask,2,11,5967,147,0.014778325123152709,0.0010882352941176485,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,sell_ask,3,11,5966,153,0.011965811965811967,0.006142857142857146,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,sell_ask,4,11,5967,120,0.005128205128205128,0.009888888888888888,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,60,900,sell_ask,5,11,5970,131,0.005128205128205128,-0.0043500000000000014,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,buy_bid,1,11,5973,259,0.02033271719038817,0.0005,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,buy_bid,2,11,5967,264,0.037037037037037035,0.0008958333333333333,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,buy_bid,3,11,5966,222,0.027491408934707903,-0.0005229591836734698,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,buy_bid,4,11,5967,168,0.011560693641618497,0.0029479166666666634,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,buy_bid,5,11,5970,281,0.020512820512820513,0.003526785714285714,0.6363636363636364
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,sell_ask,1,11,5973,448,0.052545155993431854,0.0023894409937888182,0.6363636363636364
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,sell_ask,2,11,5967,507,0.060755336617405585,0.0018268991282689908,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,sell_ask,3,11,5966,475,0.035897435897435895,0.0017976190476190483,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,sell_ask,4,11,5967,448,0.03247863247863248,0.0008118279569892462,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,60,sell_ask,5,11,5970,516,0.025500910746812388,-0.0005723684210526315,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,buy_bid,1,11,5973,259,0.02033271719038817,0.0002142857142857139,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,buy_bid,2,11,5967,264,0.037037037037037035,0.0007291666666666668,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,buy_bid,3,11,5966,222,0.027491408934707903,-0.0022499999999999994,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,buy_bid,4,11,5967,168,0.011560693641618497,0.00491976351351351,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,buy_bid,5,11,5970,281,0.020512820512820513,0.0023011204481792717,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,sell_ask,1,11,5973,448,0.052545155993431854,0.0012058423913043526,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,sell_ask,2,11,5967,507,0.060755336617405585,0.0015036855036855016,0.6363636363636364
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,sell_ask,3,11,5966,475,0.035897435897435895,0.0008511904761904764,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,sell_ask,4,11,5967,448,0.03247863247863248,-0.0007857142857142863,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,300,sell_ask,5,11,5970,516,0.025500910746812388,-0.00032142857142857147,0.18181818181818182
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,buy_bid,1,11,5973,259,0.02033271719038817,0.0005,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,buy_bid,2,11,5967,264,0.037037037037037035,-2.884615384615282e-05,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,buy_bid,3,11,5966,222,0.027491408934707903,-0.0012678571428571428,0.36363636363636365
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,buy_bid,4,11,5967,168,0.011560693641618497,0.00022747747747747698,0.2727272727272727
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,buy_bid,5,11,5970,281,0.020512820512820513,0.0006470588235294119,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,sell_ask,1,11,5973,448,0.052545155993431854,0.0017925724637681156,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,sell_ask,2,11,5967,507,0.060755336617405585,0.001626482213438737,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,sell_ask,3,11,5966,475,0.035897435897435895,0.0024523809523809533,0.5454545454545454
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,sell_ask,4,11,5967,448,0.03247863247863248,0.0011571428571428585,0.45454545454545453
highest-temperature-in-shanghai-on-june-10-2026,optimistic,300,900,sell_ask,5,11,5970,516,0.025500910746812388,0.00048684210526315813,0.36363636363636365
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,buy_bid,1,11,4908,40,0.0034423407917383822,-0.005500000000000005,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,buy_bid,2,11,4900,39,0.0,-0.012892857142857142,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,buy_bid,3,11,4901,24,0.0,-0.0035714285714285787,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,buy_bid,4,11,4900,20,0.0016501650165016502,-0.027915178571428563,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,buy_bid,5,11,4907,4,0.0,,0.0
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,sell_ask,1,11,4908,33,0.001968503937007874,-0.0008619047619047645,0.09090909090909091
highest-temperature-in-shanghai-on-june-9-2026,full_queue,60,60,sell_ask,2,11,4900,53,0.0019723865877712033,0.006722689075630251,0.2727272727272727
